Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
Anorexia/Bulima,ND,3,74,0.795,0.212,0.05639,2.398,0.02,1.209,0.367,0.1285,Male,0.583
Anorexia/Bulima,OCD,3,84,0.795,0.57,0.32657,1.793,-0.551,0.621,0.173,0.5093,Male,0.225
Anorexia/Bulima,Other,3,39,0.795,0.561,0.39096,1.755,-0.678,0.539,0.165,0.5821,Male,0.234
Anorexia/Bulima,OTHER,3,43,0.795,0.304,0.09779,2.29,-0.159,1.065,0.314,0.1939,Male,0.491
Anorexia/Bulima,Other Psychiatric,3,142,0.795,0.401,0.10699,2.145,-0.173,0.986,0.281,0.2086,Male,0.394
Anorexia/Bulima,PD,3,136,0.795,0.598,0.54195,1.537,-0.773,0.382,0.105,0.7162,Male,0.197
Anorexia/Bulima,SAD,3,155,0.795,0.484,0.23378,1.861,-0.447,0.707,0.212,0.3983,Male,0.311
Anorexia/Bulima,Schizoaffective Disorder,3,56,0.795,0.398,0.11739,2.162,-0.238,0.962,0.269,0.2264,Male,0.397
Anorexia/Bulima,SCZ,3,718,0.795,0.444,0.17538,1.927,-0.347,0.79,0.234,0.3164,Male,0.351
Anorexia/Bulima,SCZ-Relative,3,66,0.795,0.513,0.23858,1.893,-0.476,0.708,0.206,0.4026,Male,0.282
Anorexia/Bulima,SMC,3,44,0.795,0.558,0.31937,1.822,-0.595,0.614,0.155,0.5049,Male,0.237
Anorexia/Bulima,SPECIFIC PHOBIA,3,55,0.795,0.494,0.26917,1.871,-0.517,0.677,0.201,0.4394,Male,0.301
Anxiety/Phobia,ASD,589,1610,0.529,0.501,0.05459,0.187,-0.002,0.093,0.028,0.1252,Male,0.028
Anxiety/Phobia,Attention & Learning difficulty,589,227,0.529,0.23,0.0002,0.897,0.582,0.74,0.213,0.0011,Male,0.299
Anxiety/Phobia,BD,589,97,0.529,0.524,0.36956,0.314,-0.116,0.099,0.029,0.5591,Male,0.006
Anxiety/Phobia,Chronic Pain,589,59,0.529,0.496,0.48715,0.365,-0.171,0.097,0.028,0.6679,Male,0.033
Anxiety/Phobia,EMCI,589,170,0.529,0.454,0.0372,0.356,0.013,0.184,0.054,0.0894,Male,0.076
Anxiety/Phobia,LMCI,589,341,0.529,0.329,0.0002,0.564,0.294,0.429,0.126,0.0011,Male,0.2
Anxiety/Phobia,MCI,589,197,0.529,0.406,0.0002,0.478,0.154,0.316,0.092,0.0011,Male,0.124
Anxiety/Phobia,MCI-Risk,589,0,0.529,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
Anxiety/Phobia,MDD,589,1789,0.529,0.515,0.82152,0.103,-0.083,0.01,0.003,0.9675,Male,0.014
Anxiety/Phobia,ND,589,74,0.529,0.212,0.0002,0.901,0.411,0.656,0.193,0.0011,Male,0.317
Anxiety/Phobia,OCD,589,84,0.529,0.57,0.9677,0.225,-0.233,-0.004,-0.001,1,Male,-0.04
Anxiety/Phobia,Other,589,39,0.529,0.561,0.86291,0.294,-0.355,-0.031,-0.009,0.9996,Male,-0.032
Anxiety/Phobia,OTHER,589,43,0.529,0.304,0.0028,0.788,0.165,0.476,0.14,0.0102,Male,0.225
Anxiety/Phobia,Other Psychiatric,589,142,0.529,0.401,0.0002,0.551,0.182,0.366,0.107,0.0011,Male,0.128
Anxiety/Phobia,PD,589,136,0.529,0.598,0.0132,-0.051,-0.426,-0.239,-0.069,0.0389,Male,-0.069
Anxiety/Phobia,SAD,589,155,0.529,0.484,0.14779,0.307,-0.047,0.13,0.038,0.2716,Male,0.046
Anxiety/Phobia,Schizoaffective Disorder,589,56,0.529,0.398,0.0186,0.602,0.051,0.326,0.095,0.0522,Male,0.131
