Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
Anxiety/Phobia,ASD,1039,381,0.486,0.486,0.26797,0.052,-0.183,-0.065,-0.019,0.4295,Female,0
Anxiety/Phobia,Attention & Learning difficulty,1039,99,0.486,0.192,0.0002,0.9,0.483,0.691,0.195,0.0009,Female,0.294
Anxiety/Phobia,BD,1039,111,0.486,0.442,0.59774,0.247,-0.144,0.052,0.015,0.8063,Female,0.044
Anxiety/Phobia,Chronic Pain,1039,63,0.486,0.413,0.10299,0.464,-0.046,0.209,0.059,0.1844,Female,0.073
Anxiety/Phobia,EMCI,1039,139,0.486,0.479,0.62494,0.132,-0.222,-0.045,-0.013,0.8215,Female,0.007
Anxiety/Phobia,LMCI,1039,216,0.486,0.394,0.001,0.387,0.093,0.24,0.068,0.0037,Female,0.092
Anxiety/Phobia,MCI,1039,253,0.486,0.406,0.0184,0.304,0.029,0.166,0.048,0.0465,Female,0.081
Anxiety/Phobia,MCI-Risk,1039,0,0.486,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,MDD,1039,3461,0.486,0.485,0.69993,0.055,-0.083,-0.014,-0.004,0.8893,Female,0.001
Anxiety/Phobia,ND,1039,100,0.486,0.205,0.0002,0.875,0.46,0.668,0.188,0.0009,Female,0.281
Anxiety/Phobia,OCD,1039,74,0.486,0.486,0.90611,0.222,-0.25,-0.014,-0.004,1,Female,0.001
Anxiety/Phobia,Other,1039,117,0.486,0.476,0.9947,0.189,-0.194,-0.003,-0.001,1,Female,0.01
Anxiety/Phobia,OTHER,1039,56,0.486,0.289,0.0002,0.845,0.305,0.575,0.163,0.0009,Female,0.197
Anxiety/Phobia,Other Psychiatric,1039,111,0.486,0.403,0.09119,0.366,-0.026,0.17,0.048,0.1703,Female,0.083
Anxiety/Phobia,PD,1039,67,0.486,0.601,0.0128,-0.07,-0.565,-0.318,-0.089,0.034,Female,-0.115
Anxiety/Phobia,SAD,1039,150,0.486,0.444,0.50375,0.228,-0.115,0.057,0.016,0.7017,Female,0.042
Anxiety/Phobia,Schizoaffective Disorder,1039,53,0.486,0.316,0.0002,0.82,0.265,0.542,0.153,0.0009,Female,0.171
Anxiety/Phobia,SCZ,1039,315,0.486,0.297,0.0002,0.562,0.308,0.435,0.124,0.0009,Female,0.189
Anxiety/Phobia,SCZ-Relative,1039,138,0.486,0.354,0.0036,0.443,0.087,0.265,0.075,0.0106,Female,0.132
Anxiety/Phobia,SMC,1039,59,0.486,0.585,0.0442,-0.01,-0.535,-0.272,-0.076,0.0988,Female,-0.099
